Symbol,Company Name,Market Cap,% Change,Volume,Revenue
DNTH,"Dianthus Therapeutics, Inc.",659.72M,1.00%,94987,5.37M
TMCI,"Treace Medical Concepts, Inc.",654.74M,8.46%,1019730,202.86M
RAPP,"Rapport Therapeutics, Inc.",650.15M,7.08%,127793,-
IMTX,Immatics N.V.,646.91M,2.85%,1299391,128.82M
SEPN,"Septerna, Inc.",645.62M,-6.85%,268655,981.00K
ABUS,Arbutus Biopharma Corporation,636.69M,2.44%,668269,6.74M
CRMD,CorMedix Inc.,635.90M,6.29%,786940,12.26M
AUNA,Auna S.A.,599.47M,-0.25%,25638,1.17B
MNMD,Mind Medicine (MindMed) Inc.,599.12M,10.85%,3377222,-
SVRA,Savara Inc.,599.06M,2.14%,552854,-
CCRN,"Cross Country Healthcare, Inc.",596.59M,-0.11%,422835,1.45B
VREX,Varex Imaging Corporation,595.79M,5.94%,392221,811.00M
CGEM,"Cullinan Therapeutics, Inc.",593.92M,1.39%,319557,-
KIDS,OrthoPediatrics Corp.,587.48M,0.87%,153272,189.67M
PHAR,Pharming Group N.V.,583.75M,0.82%,6552,285.75M
MAZE,"Maze Therapeutics, Inc.",580.04M,-11.67%,730221,167.50M
EBS,Emergent BioSolutions Inc.,579.23M,1.91%,631056,1.13B
AUTL,Autolus Therapeutics plc,577.48M,2.84%,1266136,10.09M
TALK,"Talkspace, Inc.",572.65M,7.28%,2247240,181.29M
ACCD,"Accolade, Inc.",563.76M,-0.43%,2069232,446.72M
HUMA,"Humacyte, Inc.",562.28M,1.63%,1415993,-
SENS,"Senseonics Holdings, Inc.",547.70M,2.78%,5104604,22.21M
LAB,Standard BioTools Inc.,543.50M,-0.68%,3114584,155.90M
XERS,"Xeris Biopharma Holdings, Inc.",542.66M,1.39%,993752,187.36M
EYPT,"EyePoint Pharmaceuticals, Inc.",534.62M,6.28%,576045,45.71M
OMER,Omeros Corporation,529.08M,8.30%,642492,-
DCTH,"Delcath Systems, Inc.",519.57M,5.18%,716963,22.64M
MLYS,"Mineralys Therapeutics, Inc.",508.14M,2.82%,257242,-
CLPT,"ClearPoint Neuro, Inc.",506.73M,8.38%,243985,30.43M
TKNO,"Alpha Teknova, Inc.",504.29M,2.83%,230445,36.35M
ERAS,"Erasca, Inc.",503.25M,1.14%,1684884,-
DCGO,DocGo Inc.,502.56M,4.21%,277711,694.97M
ANAB,"AnaptysBio, Inc.",502.38M,-0.90%,1418983,57.17M
FLGT,"Fulgent Genetics, Inc.",501.01M,0.31%,280213,277.76M
INNV,InnovAge Holding Corp.,499.83M,4.53%,62426,806.61M
ABSI,Absci Corporation,499.62M,17.57%,12306012,4.21M
MGTX,MeiraGTx Holdings plc,493.93M,3.10%,215782,13.93M
MREO,Mereo BioPharma Group plc,489.48M,5.69%,944208,1.00M
RNAC,"Cartesian Therapeutics, Inc.",483.64M,-5.48%,29741,47.94M
KALV,"KalVista Pharmaceuticals, Inc.",481.83M,5.75%,440878,-
SRDX,"Surmodics, Inc.",480.63M,-1.32%,113175,125.45M
TRDA,"Entrada Therapeutics, Inc.",480.10M,1.73%,95060,215.23M
URGN,UroGen Pharma Ltd.,476.85M,0.80%,224871,89.36M
UPB,"Upstream Bio, Inc.",475.40M,-10.67%,446921,2.21M
SMLR,"Semler Scientific, Inc.",474.86M,1.55%,220363,58.94M
ALT,"Altimmune, Inc.",472.27M,3.11%,1325580,52.00K
AKBA,"Akebia Therapeutics, Inc.",466.91M,0.94%,1321138,169.88M
CELC,Celcuity Inc.,464.49M,-1.50%,195503,-
ETON,"Eton Pharmaceuticals, Inc.",464.02M,7.74%,381562,34.68M
TBPH,"Theravance Biopharma, Inc.",463.71M,-0.42%,79535,63.19M
PROK,ProKidney Corp.,460.83M,1.94%,290860,-
MXCT,"MaxCyte, Inc.",460.57M,3.45%,338289,45.60M
OLMA,"Olema Pharmaceuticals, Inc.",457.83M,3.52%,523045,-
KROS,"Keros Therapeutics, Inc.",445.58M,-1.17%,890461,651.00K
SNDA,"Sonida Senior Living, Inc.",445.47M,2.27%,29748,253.20M
VALN,Valneva SE,445.09M,4.47%,45770,176.82M
ANGO,"AngioDynamics, Inc.",444.31M,-0.54%,483664,286.50M
SAGE,"Sage Therapeutics, Inc.",442.89M,-0.28%,1574070,106.40M
PRTC,PureTech Health plc,439.96M,-4.68%,1375,468.00K
ORGO,Organogenesis Holdings Inc.,437.53M,2.05%,215592,455.04M
ARCT,Arcturus Therapeutics Holdings Inc.,434.75M,1.58%,329200,160.40M
ZVRA,"Zevra Therapeutics, Inc.",433.95M,6.27%,328343,24.49M
CYH,"Community Health Systems, Inc.",430.28M,2.20%,1606324,12.55B
CMPX,"Compass Therapeutics, Inc.",429.28M,1.30%,565600,850.00K
EHAB,"Enhabit, Inc.",426.91M,0.59%,183662,1.04B
ATXS,"Astria Therapeutics, Inc.",424.39M,1.21%,244001,-
TRML,"Tourmaline Bio, Inc.",423.87M,6.37%,635220,-
PACB,"Pacific Biosciences of California, Inc.",423.81M,-1.37%,11175569,173.15M
NNOX,Nano-X Imaging Ltd.,423.11M,2.12%,1480086,10.68M
TCMD,"Tactile Systems Technology, Inc.",420.91M,1.15%,142241,285.05M
RGNX,REGENXBIO Inc.,417.66M,7.80%,627304,84.33M
SIGA,"SIGA Technologies, Inc.",416.29M,0.87%,224408,173.73M
NPCE,"NeuroPace, Inc.",414.89M,2.13%,149466,76.45M
PHAT,"Phathom Pharmaceuticals, Inc.",413.68M,7.46%,1296448,26.27M
GLUE,"Monte Rosa Therapeutics, Inc.",409.78M,2.46%,273953,14.98M
ALMS,Alumis Inc.,405.33M,0.13%,68687,-
OABI,"OmniAb, Inc.",400.55M,3.44%,397323,20.41M
NYXH,Nyxoah S.A.,399.98M,-0.93%,20407,5.67M
AURA,"Aura Biosciences, Inc.",399.61M,4.17%,80600,-
KMDA,Kamada Ltd.,398.52M,2.07%,39557,158.38M
CVRX,"CVRx, Inc.",394.28M,5.11%,246537,51.29M
ANNX,"Annexon, Inc.",393.33M,4.83%,1009482,-
PGEN,"Precigen, Inc.",389.52M,2.31%,928211,3.96M
ABVX,ABIVAX Société Anonyme,384.54M,-0.84%,31221,9.68M
TERN,"Terns Pharmaceuticals, Inc.",383.92M,3.43%,807289,-
RVNC,"Revance Therapeutics, Inc.",382.00M,-,2135820,256.95M
ZIMV,ZimVie Inc.,381.97M,0.73%,178104,451.29M
ATAI,Atai Life Sciences N.V.,377.56M,21.62%,12635823,331.00K
NRC,National Research Corporation,375.79M,-0.49%,67467,143.06M
TBRG,"TruBridge, Inc.",372.57M,3.54%,211110,337.67M
ESPR,"Esperion Therapeutics, Inc.",370.43M,3.87%,3915607,295.45M
RIGL,"Rigel Pharmaceuticals, Inc.",367.45M,-1.42%,127305,157.37M
MBX,"MBX Biosciences, Inc.",365.25M,4.19%,218072,-
TRVI,"Trevi Therapeutics, Inc.",364.61M,-3.32%,312465,-
CDXS,"Codexis, Inc.",362.13M,4.22%,478787,64.45M
PSNL,"Personalis, Inc.",358.65M,3.27%,675327,87.49M
CMRX,"Chimerix, Inc.",353.45M,3.42%,841874,159.00K
AHG,Akso Health Group,352.90M,-3.15%,8013,2.41M
QSI,Quantum-Si incorporated,350.80M,6.04%,6275155,2.27M
IRWD,"Ironwood Pharmaceuticals, Inc.",348.86M,4.06%,2527546,378.42M
ENGN,enGene Holdings Inc.,345.62M,1.35%,83263,-
CERS,Cerus Corporation,345.43M,3.33%,951558,176.23M
CRVS,"Corvus Pharmaceuticals, Inc.",343.13M,5.33%,294446,-
HCAT,"Health Catalyst, Inc.",341.96M,2.74%,664942,302.06M
ALLO,"Allogene Therapeutics, Inc.",339.67M,-2.99%,2912987,43.00K
KRRO,"Korro Bio, Inc.",336.70M,7.28%,62516,-
CADL,"Candel Therapeutics, Inc.",331.73M,9.23%,969352,-
PRME,"Prime Medicine, Inc.",330.47M,-2.26%,1535372,800.00K
TNGX,"Tango Therapeutics, Inc.",326.55M,4.47%,577489,43.38M
SPOK,"Spok Holdings, Inc.",325.78M,1.64%,69485,137.71M
QTRX,Quanterix Corporation,325.14M,-4.53%,822652,133.81M
CMPS,COMPASS Pathways plc,323.63M,9.74%,2311807,-
AIRS,"AirSculpt Technologies, Inc.",322.98M,13.41%,197742,188.78M
TSHA,"Taysha Gene Therapies, Inc.",321.76M,2.61%,1974080,9.92M
ZBIO,"Zenas BioPharma, Inc.",320.12M,3.37%,243846,-
ATYR,"aTyr Pharma, Inc.",319.82M,6.72%,871112,235.00K
RZLT,"Rezolute, Inc.",318.69M,4.96%,796546,-
ALDX,"Aldeyra Therapeutics, Inc.",318.59M,3.48%,176852,-
VMD,"Viemed Healthcare, Inc.",317.33M,1.24%,52877,214.30M
MPLN,MultiPlan Corporation,315.01M,0.78%,115378,942.61M
SMTI,Sanara MedTech Inc.,310.14M,-0.25%,9060,78.06M
NMRA,"Neumora Therapeutics, Inc.",308.58M,2.69%,1818339,-
XOMA,XOMA Royalty Corporation,303.05M,3.38%,17104,21.61M
KOD,Kodiak Sciences Inc.,302.93M,-0.86%,372130,-
VYGR,"Voyager Therapeutics, Inc.",302.08M,3.75%,203287,163.78M
OSUR,"OraSure Technologies, Inc.",299.12M,2.56%,372299,224.26M
ELMD,"Electromed, Inc.",297.72M,3.90%,85530,57.06M
IMMP,Immutep Limited,295.98M,-1.02%,32145,2.56M
MNPR,Monopar Therapeutics Inc.,292.73M,10.22%,80302,-
INGN,"Inogen, Inc.",284.87M,4.27%,239705,331.52M
CRDF,"Cardiff Oncology, Inc.",284.06M,6.48%,799789,688.00K
BNTC,Benitec Biopharma Inc.,282.54M,3.14%,51036,-
AQST,"Aquestive Therapeutics, Inc.",279.92M,6.23%,1042289,58.90M
ELDN,"Eledon Pharmaceuticals, Inc.",278.98M,4.71%,228264,-
HRTX,"Heron Therapeutics, Inc.",275.29M,7.10%,955634,137.74M
LXRX,"Lexicon Pharmaceuticals, Inc.",274.77M,4.50%,3281215,5.23M
DSGN,"Design Therapeutics, Inc.",274.05M,2.54%,67963,-
LFMD,"LifeMD, Inc.",273.73M,10.68%,1137211,193.06M
FDMT,"4D Molecular Therapeutics, Inc.",273.67M,-0.17%,2051425,17.00K
ITOS,"iTeos Therapeutics, Inc.",273.27M,1.49%,159046,35.00M
ACIU,AC Immune SA,270.11M,1.11%,161927,48.51M
VSTM,"Verastem, Inc.",269.57M,2.80%,649206,10.00M
YMAB,"Y-mAbs Therapeutics, Inc.",268.73M,3.45%,498979,84.55M
ACRS,"Aclaris Therapeutics, Inc.",268.62M,4.58%,684584,27.08M
NGNE,Neurogene Inc.,268.50M,7.33%,168147,925.00K
SLN,Silence Therapeutics plc,264.88M,10.87%,214040,21.77M
NUTX,Nutex Health Inc.,264.73M,-0.65%,34274,292.00M
ANIK,"Anika Therapeutics, Inc.",261.28M,3.24%,39673,164.17M
VNDA,Vanda Pharmaceuticals Inc.,261.22M,3.94%,390688,190.86M
SGMO,"Sangamo Therapeutics, Inc.",258.72M,5.98%,2586869,52.29M
TVGN,Tevogen Bio Holdings Inc.,257.33M,0.68%,1219955,-
ZYXI,"Zynex, Inc.",256.68M,4.27%,69028,193.67M
DMAC,DiaMedica Therapeutics Inc.,255.71M,1.36%,55958,-
DRUG,Bright Minds Biosciences Inc.,255.31M,1.07%,58527,-
ABEO,Abeona Therapeutics Inc.,254.74M,6.55%,352384,-
CGC,Canopy Growth Corporation,251.34M,5.08%,5645332,207.63M
AVIR,"Atea Pharmaceuticals, Inc.",250.86M,1.71%,225529,-
AMLX,"Amylyx Pharmaceuticals, Inc.",246.46M,5.85%,1001880,196.49M
RCEL,"AVITA Medical, Inc.",242.12M,3.27%,59449,60.04M
SOPH,SOPHiA GENETICS SA,241.17M,2.54%,22291,64.49M
CCCC,"C4 Therapeutics, Inc.",240.00M,1.19%,304733,33.67M
CTNM,"Contineum Therapeutics, Inc.",239.73M,-0.75%,71777,-
ARAY,Accuray Incorporated,234.32M,6.39%,715642,444.20M
LRMR,"Larimar Therapeutics, Inc.",234.17M,3.38%,1527814,-
DRTS,Alpha Tau Medical Ltd.,232.74M,-5.95%,94384,-
GOSS,"Gossamer Bio, Inc.",231.14M,-0.97%,920881,105.32M
IVA,Inventiva S.A.,230.77M,-2.66%,14432,20.65M
FHTX,Foghorn Therapeutics Inc.,228.49M,3.27%,104190,25.52M
LUNG,Pulmonx Corporation,227.85M,-1.20%,168303,79.30M
AMRN,Amarin Corporation plc,227.26M,-0.31%,973318,241.02M
PRQR,ProQR Therapeutics N.V.,227.05M,-2.22%,303748,20.51M
CATX,"Perspective Therapeutics, Inc.",226.42M,1.52%,505047,1.56M
HITI,High Tide Inc.,225.46M,6.13%,849460,374.82M
OBIO,"Orchestra BioMed Holdings, Inc.",222.38M,4.84%,45737,2.65M
AVR,Anteris Technologies Global Corp.,220.85M,-0.32%,44848,2.83M
THRD,"Third Harmonic Bio, Inc.",220.79M,-2.58%,170406,-
LFCR,"Lifecore Biomedical, Inc.",219.93M,3.85%,98762,130.86M
CDTX,"Cidara Therapeutics, Inc.",219.22M,5.75%,159466,44.65M
NAUT,"Nautilus Biotechnology, Inc.",218.48M,1.75%,37526,-
OCGN,"Ocugen, Inc.",216.72M,3.04%,2074860,4.70M
CGEN,Compugen Ltd.,212.20M,3.04%,655708,59.85M
KRMD,"KORU Medical Systems, Inc.",210.85M,9.52%,1368970,31.99M
MDWD,MediWound Ltd.,210.41M,1.83%,148293,19.72M
STXS,"Stereotaxis, Inc.",210.13M,4.64%,392771,25.14M
MYO,"Myomo, Inc.",209.77M,5.17%,550012,25.24M
BDMD,Baird Medical Investment Holdings Limited,208.59M,-13.50%,499543,33.05M
INMB,"INmune Bio, Inc.",206.43M,-4.61%,640762,42.00K
HURA,"TuHURA Biosciences, Inc.",206.35M,0.62%,160344,-
FULC,"Fulcrum Therapeutics, Inc.",206.05M,0.26%,254202,80.87M
UTMD,"Utah Medical Products, Inc.",203.43M,0.10%,34057,40.90M
ZYBT,Zhengye Biotechnology Holding Limited,202.82M,-0.46%,21093,26.11M
ATLN,Atlantic International Corp.,202.40M,-16.15%,23743,429.26M
ACB,Aurora Cannabis Inc.,202.26M,6.36%,1031365,222.93M
CYBN,Cybin Inc.,196.61M,-0.10%,874799,-
NVRO,Nevro Corp.,192.23M,3.01%,274901,419.15M
STIM,"Neuronetics, Inc.",192.00M,7.81%,1371897,72.71M
BWAY,BrainsWay Ltd.,191.76M,6.53%,48661,38.63M
OGI,Organigram Holdings Inc.,191.56M,4.14%,315354,118.32M
LXEO,"Lexeo Therapeutics, Inc.",190.86M,3.96%,168550,-
SLRN,"Acelyrin, Inc.",189.62M,-1.56%,493762,-
GNFT,Genfit S.A.,188.33M,-1.32%,3732,86.23M
PROF,Profound Medical Corp.,187.51M,-1.74%,41855,8.98M
INBX,"Inhibrx Biosciences, Inc.",186.88M,1.49%,43579,1.57M
PLX,"Protalix BioTherapeutics, Inc.",185.56M,4.13%,1090836,45.67M
PHLT,"Performant Healthcare, Inc.",184.38M,1.51%,51542,120.78M
BTMD,biote Corp.,184.21M,-4.16%,240871,193.06M
ACRV,"Acrivon Therapeutics, Inc.",184.02M,6.10%,23493,-
FENC,Fennec Pharmaceuticals Inc.,182.68M,2.31%,33473,49.35M
MOLN,Molecular Partners AG,181.79M,-0.20%,991,7.11M
ACTU,"Actuate Therapeutics, Inc.",180.86M,-0.75%,9771,-
MGNX,"MacroGenics, Inc.",178.88M,-,492648,141.33M
LYEL,"Lyell Immunopharma, Inc.",176.09M,3.11%,995453,63.00K
VOR,Vor Biopharma Inc.,173.12M,3.73%,250617,-
INFU,"InfuSystem Holdings, Inc.",173.09M,0.62%,81046,132.78M
JYNT,The Joint Corp.,171.11M,0.26%,22503,120.80M
CRGX,"CARGO Therapeutics, Inc.",170.30M,1.37%,886825,-
IPHA,Innate Pharma S.A.,169.75M,10.80%,84185,36.20M
AMWL,American Well Corporation,168.06M,1.67%,44441,254.04M
SCPH,scPharmaceuticals Inc.,167.63M,4.69%,204187,30.28M
SERA,"Sera Prognostics, Inc.",167.51M,-5.88%,187891,94.00K
ALEC,"Alector, Inc.",167.46M,4.27%,485318,61.51M
NBTX,Nanobiotix S.A.,167.23M,-0.57%,1850,45.22M
GLSI,"Greenwich LifeSciences, Inc.",166.67M,-2.31%,20238,-
CKPT,"Checkpoint Therapeutics, Inc.",165.54M,6.94%,1726096,47.00K
STRO,"Sutro Biopharma, Inc.",164.09M,4.74%,1182843,160.96M
SGMT,Sagimet Biosciences Inc.,163.87M,9.23%,813054,-
TLSI,"TriSalus Life Sciences, Inc.",163.14M,0.38%,39497,26.89M
BIOA,"BioAge Labs, Inc.",162.75M,-3.61%,267924,-
VXRT,"Vaxart, Inc.",162.44M,1.59%,624755,16.76M
ADCT,ADC Therapeutics SA,159.54M,4.43%,562813,70.72M
NKTX,"Nkarta, Inc.",159.49M,4.15%,627426,-
CLLS,Cellectis S.A.,156.61M,4.49%,46899,36.04M
IKT,"Inhibikase Therapeutics, Inc.",152.53M,5.09%,157086,1.00
NOTV,"Inotiv, Inc.",151.56M,1.47%,1028607,490.74M
LCTX,"Lineage Cell Therapeutics, Inc.",150.66M,-4.29%,1674470,8.72M
IVVD,"Invivyd, Inc.",149.52M,17.92%,95791851,11.56M
FATE,"Fate Therapeutics, Inc.",149.20M,3.15%,789324,13.45M
TIL,"Instil Bio, Inc.",147.29M,9.62%,33552,-
CSBR,"Champions Oncology, Inc.",147.13M,7.29%,32837,53.57M
RAPT,"RAPT Therapeutics, Inc.",146.53M,-2.63%,732491,-
ADAP,Adaptimmune Therapeutics plc,146.37M,-2.72%,362282,175.04M
BDSX,"Biodesix, Inc.",145.47M,-0.99%,269902,65.56M
IFRX,InflaRx N.V.,145.44M,2.49%,291042,187.93K
BMEA,"Biomea Fusion, Inc.",144.23M,1.27%,407505,-
BDTX,"Black Diamond Therapeutics, Inc.",143.73M,3.67%,433979,-
NKTR,Nektar Therapeutics,143.66M,-3.72%,1570960,93.14M
SGHT,"Sight Sciences, Inc.",142.11M,2.56%,135359,79.54M
TSVT,"2seventy bio, Inc.",140.32M,5.02%,198513,45.62M
EUDA,EUDA Health Holdings Limited,140.12M,2.89%,100823,3.81M
PBYI,"Puma Biotechnology, Inc.",138.43M,1.08%,222090,243.57M
SRTS,"Sensus Healthcare, Inc.",138.33M,4.07%,412648,41.31M
MCRB,"Seres Therapeutics, Inc.",137.55M,-3.02%,844303,126.33M
TCRX,"TScan Therapeutics, Inc.",137.31M,-,265229,9.36M
NVCT,"Nuvectis Pharma, Inc.",135.25M,2.94%,214124,-
SEER,"Seer, Inc.",134.44M,0.89%,169421,14.61M
TELO,"Telomir Pharmaceuticals, Inc.",134.04M,8.03%,127235,-
CHRS,"Coherus BioSciences, Inc.",133.65M,4.50%,1836194,304.34M
GNLX,Genelux Corporation,133.01M,10.48%,151618,8.00K
KYTX,"Kyverna Therapeutics, Inc.",132.54M,-0.97%,436950,-
MIST,Milestone Pharmaceuticals Inc.,131.81M,1.53%,1345405,-
LNSR,"LENSAR, Inc.",130.67M,5.63%,64245,48.87M
VTYX,"Ventyx Biosciences, Inc.",130.11M,-1.60%,1504318,-
AKYA,"Akoya Biosciences, Inc.",129.88M,-4.38%,419919,86.82M
ZJYL,Jin Medical International Ltd.,129.57M,-0.52%,79646,23.50M
CRBU,"Caribou Biosciences, Inc.",126.77M,2.19%,1149596,11.48M
QIPT,Quipt Home Medical Corp.,126.71M,-3.61%,97901,245.92M
CLYM,"Climb Bio, Inc.",125.71M,-6.03%,241141,-
SLDB,Solid Biosciences Inc.,121.46M,-3.49%,444506,-
ZOM,Zomedica Corp.,118.57M,-,2369011,26.73M
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",117.53M,1.47%,127939,-
ARTV,"Artiva Biotherapeutics, Inc.",116.83M,-1.64%,183916,2.60M
ZTEK,Zentek Ltd.,116.30M,3.64%,8460,29.13K
ZNTL,"Zentalis Pharmaceuticals, Inc.",116.16M,-2.98%,1879108,40.56M
SAVA,"Cassava Sciences, Inc.",114.98M,1.27%,1120710,-
CRDL,Cardiol Therapeutics Inc.,114.00M,5.26%,150791,-
ACHV,"Achieve Life Sciences, Inc.",113.83M,1.53%,329920,-
CABA,"Cabaletta Bio, Inc.",113.40M,-1.69%,847966,-
PDEX,"Pro-Dex, Inc.",111.98M,-2.72%,28204,61.00M
DERM,Journey Medical Corporation,111.76M,10.54%,110964,57.77M
ZURA,Zura Bio Limited,111.65M,-0.58%,195442,-
RENB,Renovaro Inc.,111.18M,-8.23%,547855,-
EPRX,Eupraxia Pharmaceuticals Inc.,110.47M,3.01%,8494,-
ENTA,"Enanta Pharmaceuticals, Inc.",109.22M,-0.97%,291543,67.64M
ANRO,"Alto Neuroscience, Inc.",107.88M,-4.31%,179961,-
ECOR,"electroCore, Inc.",107.56M,1.86%,40699,23.33M
TELA,"TELA Bio, Inc.",107.14M,1.87%,103569,68.65M
OPRX,OptimizeRx Corporation,106.66M,1.05%,83829,88.18M
ATOS,"Atossa Therapeutics, Inc.",106.53M,-0.05%,572376,-
EDIT,"Editas Medicine, Inc.",106.49M,1.57%,1358363,61.76M
TARA,"Protara Therapeutics, Inc.",105.42M,3.44%,215972,-
SLS,"SELLAS Life Sciences Group, Inc.",104.87M,0.68%,2761322,-
COYA,"Coya Therapeutics, Inc.",103.92M,-2.20%,63056,9.55M
VIGL,"Vigil Neuroscience, Inc.",102.90M,1.61%,514861,-
XFOR,"X4 Pharmaceuticals, Inc.",101.59M,-0.73%,2500095,1.12M
CAMP,Camp4 Therapeutics Corporation,101.41M,13.29%,27362,-
PETS,"PetMed Express, Inc.",101.31M,2.08%,188976,259.34M
FONR,FONAR Corporation,100.21M,0.84%,2481,102.01M
ELTX,"Elicio Therapeutics, Inc.",99.36M,3.36%,26728,-
XBIT,XBiotech Inc.,99.07M,-2.40%,48025,-
RPID,"Rapid Micro Biosystems, Inc.",98.55M,4.57%,253423,26.17M
MLSS,Milestone Scientific Inc.,98.14M,5.00%,90963,8.88M
MGRM,Monogram Technologies Inc.,97.45M,1.43%,18017,365.00K
HYPR,"Hyperfine, Inc.",97.02M,6.40%,304647,13.26M
ALGS,"Aligos Therapeutics, Inc.",96.61M,15.33%,204687,6.00M
FBRX,"Forte Biosciences, Inc.",95.90M,0.20%,26013,-
ANIX,"Anixa Biosciences, Inc.",95.62M,6.07%,203731,-
MGX,"Metagenomi, Inc.",95.43M,1.59%,504135,55.08M
JSPR,"Jasper Therapeutics, Inc.",94.81M,1.77%,402179,-
MNOV,"MediciNova, Inc.",94.66M,-0.52%,11221,-
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",94.09M,1.51%,1251599,-
DBVT,DBV Technologies S.A.,93.74M,10.22%,291217,12.52M
IGMS,"IGM Biosciences, Inc.",93.36M,9.79%,363420,2.92M
ADVM,"Adverum Biotechnologies, Inc.",92.99M,4.93%,74151,1.00M
HLVX,"HilleVax, Inc.",92.13M,-,191593,-
SY,So-Young International Inc.,90.57M,3.63%,104640,212.14M
ELUT,Elutia Inc.,90.55M,-5.07%,37308,24.78M
EDAP,EDAP TMS S.A.,90.53M,-1.21%,74859,70.72M
CTOR,"Citius Oncology, Inc.",90.16M,4.13%,62300,-
PYXS,"Pyxis Oncology, Inc.",89.79M,0.67%,349299,16.15M
MDXH,MDxHealth SA,89.37M,1.07%,30654,84.71M
CUE,"Cue Biopharma, Inc.",89.32M,-,113379,9.53M
ABOS,"Acumen Pharmaceuticals, Inc.",88.92M,-1.33%,189630,-
XGN,Exagen Inc.,88.54M,29.38%,1094826,55.75M
SKYE,"Skye Bioscience, Inc.",88.28M,0.17%,77530,-
ORMP,Oramed Pharmaceuticals Inc.,88.28M,1.39%,49927,-
ASMB,"Assembly Biosciences, Inc.",87.78M,0.07%,18712,28.33M
RGLS,Regulus Therapeutics Inc.,87.77M,8.94%,3785664,-
INZY,"Inozyme Pharma, Inc.",87.37M,-1.45%,371308,-
ICAD,"iCAD, Inc.",86.97M,7.84%,590595,18.94M
NTRB,Nutriband Inc.,86.41M,5.71%,57903,2.02M
IMUX,"Immunic, Inc.",85.58M,-1.60%,513439,-
CBUS,"Cibus, Inc.",85.45M,2.02%,111345,4.15M
AVTX,"Avalo Therapeutics, Inc.",84.86M,1.12%,40052,820.00K
XTNT,"Xtant Medical Holdings, Inc.",84.80M,1.67%,24935,113.86M
ENTX,Entera Bio Ltd.,84.71M,10.05%,119797,99.00K
MASS,908 Devices Inc.,82.53M,3.49%,249220,55.16M
ADAG,Adagene Inc.,82.34M,-2.11%,20169,815.75K
AGEN,Agenus Inc.,82.11M,-0.28%,403589,160.43M
VERU,Veru Inc.,81.97M,-6.04%,2571164,16.89M
TNYA,"Tenaya Therapeutics, Inc.",81.60M,-1.90%,1724263,-
VTGN,"Vistagen Therapeutics, Inc.",79.63M,-1.72%,161508,876.00K
CNTX,Context Therapeutics Inc.,78.85M,0.80%,90525,-
RANI,"Rani Therapeutics Holdings, Inc.",78.68M,0.74%,101002,-
GALT,Galectin Therapeutics Inc.,78.45M,1.63%,152658,-
ASRT,"Assertio Holdings, Inc.",78.29M,1.23%,255579,125.76M
IMAB,I-Mab,78.24M,0.94%,107871,3.31M
KPTI,Karyopharm Therapeutics Inc.,78.20M,-0.39%,924823,148.44M
OKUR,"OnKure Therapeutics, Inc.",76.57M,-2.55%,139539,-
ANL,Adlai Nortye Ltd.,76.01M,-2.83%,2544,5.00M
ACET,"Adicet Bio, Inc.",75.80M,2.50%,162680,-
RBOT,Vicarious Surgical Inc.,75.51M,-6.72%,23294,-
INCR,InterCure Ltd.,75.37M,0.63%,16848,72.42M
OWLT,"Owlet, Inc.",75.05M,1.52%,30024,78.58M
MRSN,"Mersana Therapeutics, Inc.",74.74M,7.00%,14782005,34.84M
EPIX,ESSA Pharma Inc.,74.57M,-0.59%,66430,-
PMVP,"PMV Pharmaceuticals, Inc.",74.52M,-,56610,-
AVTE,"Aerovate Therapeutics, Inc.",74.21M,-0.77%,66722,-
CLSD,"Clearside Biomedical, Inc.",74.21M,4.09%,63929,7.70M
GUTS,"Fractyl Health, Inc.",73.83M,-9.71%,614585,97.00K
TLSA,Tiziana Life Sciences Ltd,73.72M,-0.37%,259749,-
ME,23andMe Holding Co.,73.55M,-3.85%,434648,208.78M
SCLX,Scilex Holding Company,73.44M,-5.29%,818648,55.15M
FORA,Forian Inc.,73.20M,3.06%,11753,19.71M
ARMP,"Armata Pharmaceuticals, Inc.",73.09M,-0.49%,2537,5.47M
HBIO,"Harvard Bioscience, Inc.",72.83M,1.21%,106393,97.73M
ICCM,IceCure Medical Ltd,72.41M,3.23%,401711,3.67M
GNTA,Genenta Science S.p.A.,71.51M,1.82%,21464,-
INO,"Inovio Pharmaceuticals, Inc.",71.48M,-0.50%,497334,203.41K
BYSI,BeyondSpring Inc.,70.53M,1.74%,7984,1.88M
VANI,"Vivani Medical, Inc.",69.30M,-,253155,-
THTX,Theratechnologies Inc.,68.73M,2.04%,27970,84.32M
NSPR,"InspireMD, Inc.",68.60M,5.20%,42057,6.82M
MODV,ModivCare Inc.,68.56M,25.00%,1999770,2.79B
IKNA,"Ikena Oncology, Inc.",68.53M,-0.70%,35935,659.00K
BNR,Burning Rock Biotech Limited,68.33M,0.77%,915,72.83M
QNCX,"Quince Therapeutics, Inc.",68.20M,-3.13%,78476,-
ALXO,ALX Oncology Holdings Inc.,68.04M,-2.27%,555851,-
PIII,P3 Health Partners Inc.,67.85M,2.44%,969065,1.48B
BLUE,"bluebird bio, Inc.",67.67M,-1.00%,192186,53.12M
CTMX,"CytomX Therapeutics, Inc.",67.61M,2.83%,584962,126.62M
AADI,"Aadi Bioscience, Inc.",67.29M,-0.37%,88571,25.07M
