Symbol,Company Name,Market Cap,% Change,Volume,Revenue
AMSF,"AMERISAFE, Inc.",956.58M,0.48%,40367,315.18M
NCDL,Nuveen Churchill Direct Lending Corp.,947.22M,-0.23%,106061,-
CGBD,"Carlyle Secured Lending, Inc.",940.24M,-0.16%,151365,238.92M
PFLT,PennantPark Floating Rate Capital Ltd.,923.85M,-0.36%,811383,186.36M
SLRC,SLR Investment Corp.,917.06M,-0.41%,100442,236.64M
TRIN,Trinity Capital Inc.,911.86M,0.98%,536853,205.16M
FMBH,"First Mid Bancshares, Inc.",910.91M,1.93%,33574,319.38M
UVSP,Univest Financial Corporation,892.05M,2.73%,89728,293.29M
AAMI,Acadian Asset Management Inc.,886.67M,-3.53%,162882,469.00M
MTAL,MAC Copper Limited,880.69M,3.69%,169020,322.58M
PRAA,"PRA Group, Inc.",874.09M,1.70%,93844,1.04B
HFWA,Heritage Financial Corporation,873.56M,2.35%,126908,210.56M
OSBC,"Old Second Bancorp, Inc.",852.66M,1.88%,166853,272.70M
NBN,Northeast Bank,835.65M,2.14%,25148,157.67M
FUFU,BitFuFu Inc.,830.80M,0.79%,183635,452.74M
ATLC,Atlanticus Holdings Corporation,827.88M,0.30%,109964,374.09M
NBBK,"NB Bancorp, Inc.",824.22M,2.50%,181340,146.99M
CPF,Central Pacific Financial Corp.,815.72M,3.01%,147908,240.63M
FCBC,"First Community Bankshares, Inc.",805.06M,3.00%,29092,162.26M
CFB,"CrossFirst Bankshares, Inc.",801.47M,2.78%,115869,250.66M
BFST,"Business First Bancshares, Inc.",801.16M,1.99%,73908,260.70M
EGBN,"Eagle Bancorp, Inc.",793.71M,3.87%,223867,242.06M
MCBS,"MetroCity Bankshares, Inc.",790.53M,2.40%,21296,140.69M
CFFN,"Capitol Federal Financial, Inc.",789.30M,2.36%,532805,181.72M
TYG,Tortoise Energy Infrastructure Corporation,788.21M,0.46%,64347,13.62M
MBWM,Mercantile Bank Corporation,785.63M,1.93%,36654,224.08M
HBT,"HBT Financial, Inc.",785.51M,4.32%,39490,221.39M
LPRO,Open Lending Corporation,784.13M,7.35%,550445,95.89M
TCPC,BlackRock TCP Capital Corp.,775.46M,-0.55%,390796,249.04M
EQBK,"Equity Bancshares, Inc.",770.31M,2.81%,44540,220.31M
CAC,Camden National Corporation,769.02M,2.59%,60548,177.40M
FDUS,Fidus Investment Corporation,765.45M,-0.09%,163808,145.01M
AC,"Associated Capital Group, Inc.",763.48M,-0.22%,11546,13.66M
PRA,ProAssurance Corporation,756.60M,0.41%,108952,1.16B
IBCP,Independent Bank Corporation,755.38M,2.18%,72938,218.14M
WRLD,World Acceptance Corporation,755.26M,0.53%,25241,558.62M
SLQT,"SelectQuote, Inc.",749.47M,6.59%,1138506,1.38B
GHLD,Guild Holdings Company,749.44M,-0.25%,7643,829.86M
TIPT,Tiptree Inc.,748.53M,0.10%,31966,1.99B
HBNC,"Horizon Bancorp, Inc.",741.09M,2.48%,152381,183.72M
HIPO,Hippo Holdings Inc.,735.66M,10.70%,277575,334.70M
HAFC,Hanmi Financial Corporation,734.69M,1.74%,141580,229.94M
ABL,"Abacus Life, Inc.",731.42M,1.56%,287655,102.41M
CCAP,"Crescent Capital BDC, Inc.",723.81M,0.10%,46308,200.90M
MCB,Metropolitan Bank Holding Corp.,721.69M,4.14%,67797,270.66M
NOAH,Noah Holdings Limited,709.11M,0.75%,88160,391.84M
GSBC,"Great Southern Bancorp, Inc.",697.79M,2.18%,24939,216.99M
BITF,Bitfarms Ltd.,696.44M,5.71%,26842540,182.96M
OPY,Oppenheimer Holdings Inc.,690.24M,-1.98%,21966,1.34B
AACT,Ares Acquisition Corporation II,688.75M,0.09%,3524,-
ESQ,"Esquire Financial Holdings, Inc.",685.34M,1.60%,45953,120.12M
VINP,Vinci Partners Investments Ltd.,668.12M,0.98%,32778,88.22M
SMBC,"Southern Missouri Bancorp, Inc.",666.26M,2.16%,24618,166.91M
MOFG,"MidWestOne Financial Group, Inc.",665.92M,3.12%,98151,60.51M
ORRF,"Orrstown Financial Services, Inc.",665.66M,-0.89%,124130,176.14M
EZPW,"EZCORP, Inc.",657.40M,1.17%,372204,1.16B
GLAD,Gladstone Capital Corporation,653.59M,-0.64%,68437,96.62M
HTBI,"HomeTrust Bancshares, Inc.",646.49M,2.73%,29846,193.44M
FSBC,Five Star Bancorp,644.69M,2.34%,18626,119.21M
WASH,"Washington Trust Bancorp, Inc.",644.33M,3.85%,156536,98.25M
AMRK,"A-Mark Precious Metals, Inc.",641.50M,-0.90%,443798,9.93B
CCBG,"Capital City Bank Group, Inc.",639.15M,1.95%,16179,230.88M
UFCS,"United Fire Group, Inc.",632.16M,0.46%,90137,1.21B
TRST,TrustCo Bank Corp NY,617.96M,2.01%,41403,169.77M
CION,CION Investment Corporation,615.99M,-1.20%,240601,254.54M
VEL,"Velocity Financial, Inc.",608.98M,-0.05%,28683,161.83M
INV,"Innventure, Inc.",606.46M,-2.00%,21152,988.00K
HTBK,Heritage Commerce Corp,601.39M,1.55%,252150,170.26M
SMBK,"SmartFinancial, Inc.",598.83M,1.78%,16024,166.35M
TREE,"LendingTree, Inc.",598.62M,1.61%,110525,773.05M
BZAI,"Blaize Holdings, Inc.",595.31M,-1.18%,284971,1.97M
SPFI,"South Plains Financial, Inc.",592.74M,2.04%,16520,190.87M
THFF,First Financial Corporation,592.13M,4.08%,51657,201.59M
CRD.A,Crawford & Company,588.99M,1.26%,31379,1.24B
CRD.B,Crawford & Company,584.21M,3.38%,3365,1.24B
ACIC,American Coastal Insurance Corporation,574.60M,-0.58%,91240,290.78M
PGC,Peapack-Gladstone Financial Corporation,570.83M,3.64%,69129,220.63M
MPB,"Mid Penn Bancorp, Inc.",570.29M,0.41%,103427,173.42M
FISI,"Financial Institutions, Inc.",554.73M,3.41%,190247,110.76M
UVE,"Universal Insurance Holdings, Inc.",554.13M,0.67%,94552,1.51B
HIFS,Hingham Institution for Savings,553.39M,2.00%,11487,65.53M
ALRS,Alerus Financial Corporation,550.49M,1.88%,53049,203.84M
ALTI,"AlTi Global, Inc.",549.52M,3.97%,89396,246.97M
AMBC,"Ambac Financial Group, Inc.",545.60M,0.44%,174922,398.00M
SHBI,"Shore Bancshares, Inc.",535.31M,1.58%,143520,196.96M
LDI,"loanDepot, Inc.",533.01M,0.62%,597415,1.01B
CCNE,CNB Financial Corporation,529.01M,1.56%,56478,217.36M
QD,Qudian Inc.,528.44M,1.09%,218916,32.50M
FMNB,Farmers National Banc Corp.,525.45M,1.82%,53596,162.12M
EBTC,"Enterprise Bancorp, Inc.",524.94M,2.71%,41127,168.76M
CBNK,"Capital Bancorp, Inc.",521.23M,2.04%,47469,168.05M
PFIS,Peoples Financial Services Corp.,520.32M,2.16%,13493,96.20M
BCAL,California BanCorp.,514.32M,-0.06%,43834,106.05M
PSBD,Palmer Square Capital BDC Inc.,511.57M,-0.51%,8160,-
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",510.55M,3.21%,174995,127.03M
TCBX,"Third Coast Bancshares, Inc.",508.66M,4.35%,65572,165.68M
DGICA,Donegal Group Inc.,500.98M,0.70%,78790,979.12M
GAIN,Gladstone Investment Corporation,494.56M,0.90%,59029,91.47M
DGICB,Donegal Group Inc.,493.28M,1.79%,765,979.12M
UNTY,"Unity Bancorp, Inc.",491.37M,3.22%,95340,103.13M
YRD,Yiren Digital Ltd.,490.31M,2.36%,60225,802.34M
NRIM,"Northrim BanCorp, Inc.",489.08M,2.68%,25697,151.93M
BHB,Bar Harbor Bankshares,486.67M,1.66%,30206,148.79M
HONE,"HarborOne Bancorp, Inc.",482.96M,11.12%,608184,164.29M
GBLI,"Global Indemnity Group, LLC",479.07M,-2.70%,4,442.50M
GNTY,"Guaranty Bancshares, Inc.",478.75M,2.72%,20645,120.82M
GDOT,Green Dot Corporation,478.70M,2.53%,214641,1.63B
BTBT,"Bit Digital, Inc.",476.95M,1.57%,14657089,98.00M
FFIC,Flushing Financial Corporation,473.58M,3.61%,339134,115.17M
VBNK,VersaBank,466.44M,4.74%,171200,80.30M
GLRE,"Greenlight Capital Re, Ltd.",466.41M,0.60%,27573,702.25M
PNNT,PennantPark Investment Corporation,461.64M,-0.84%,289739,143.82M
ASA,ASA Gold and Precious Metals Limited,461.31M,0.96%,35850,2.14M
ANSC,Agriculture & Natural Solutions Acquisition Corporation,453.68M,-0.19%,1605,-
AROW,Arrow Financial Corporation,450.89M,3.42%,37288,134.63M
FBIZ,"First Business Financial Services, Inc.",448.70M,3.03%,45217,144.63M
AAM,AA Mission Acquisition Corp.,446.34M,-,922,-
EQV,EQV Ventures Acquisition Corp.,446.17M,-0.20%,57509,-
GCBC,"Greene County Bancorp, Inc.",445.08M,-0.61%,17515,65.85M
BSRR,Sierra Bancorp,444.37M,7.27%,101644,146.76M
WDH,Waterdrop Inc.,442.73M,1.69%,84373,391.24M
KRNY,Kearny Financial Corp.,436.06M,2.20%,239822,148.07M
WALD,Waldencast plc,433.66M,3.52%,36148,240.38M
MFH,Mercurity Fintech Holding Inc.,431.82M,-0.84%,81558,716.86K
RWAY,Runway Growth Finance Corp.,425.39M,-0.61%,244072,150.08M
ITIC,Investors Title Company,424.94M,1.73%,6019,241.02M
FFWM,First Foundation Inc.,421.71M,1.79%,454903,96.07M
HBCP,"Home Bancorp, Inc.",418.01M,3.09%,28261,130.22M
NETD,Nabors Energy Transition Corp. II,415.56M,0.55%,1216,-
MSBI,"Midland States Bancorp, Inc.",413.34M,2.45%,108356,170.13M
CARE,"Carter Bankshares, Inc.",406.94M,1.55%,103681,140.87M
DHIL,"Diamond Hill Investment Group, Inc.",402.95M,-0.35%,8604,145.80M
BMRC,Bank of Marin Bancorp,402.90M,2.27%,52043,67.98M
BSVN,Bank7 Corp.,400.40M,1.33%,17037,97.45M
SCM,Stellus Capital Investment Corporation,395.58M,-0.54%,120903,107.14M
BWB,"Bridgewater Bancshares, Inc.",392.62M,3.41%,30075,106.04M
USCB,"USCB Financial Holdings, Inc.",388.93M,2.25%,9551,79.52M
RRBI,"Red River Bancshares, Inc.",386.37M,2.70%,14920,108.54M
HIVE,HIVE Digital Technologies Ltd.,385.38M,0.34%,9626636,123.02M
FRBA,First Bank,385.05M,2.33%,43896,128.68M
CCIX,Churchill Capital Corp IX,380.62M,-0.18%,89,-
XYF,X Financial,379.30M,-1.72%,57763,763.52M
GOCO,"GoHealth, Inc.",376.34M,1.05%,38252,686.46M
HRZN,Horizon Technology Finance Corporation,376.03M,1.07%,223672,104.55M
WTBA,"West Bancorporation, Inc.",374.19M,1.93%,50647,78.80M
RM,Regional Management Corp.,370.86M,1.30%,67871,556.73M
GPAT,GP-Act III Acquisition Corp.,368.00M,-,1038,-
CWBC,Community West Bancshares,367.54M,2.43%,37008,105.70M
ALF,Centurion Acquisition Corp.,365.49M,-,2205,-
FMAO,"Farmers & Merchants Bancorp, Inc.",364.31M,2.71%,13646,98.00M
MBAV,M3-Brigade Acquisition V Corp.,362.97M,-,1750,-
SAR,Saratoga Investment Corp.,355.50M,-0.60%,67596,154.79M
MBI,MBIA Inc.,353.64M,-3.48%,436144,-13.00M
VALU,"Value Line, Inc.",350.81M,-4.76%,3921,35.86M
ACNB,ACNB Corporation,348.14M,0.12%,26966,111.10M
NEWT,"NewtekOne, Inc.",345.65M,1.47%,95459,316.41M
GIG,GigCapital7 Corp.,334.89M,0.07%,1560,-
CIVB,"Civista Bancshares, Inc.",331.75M,1.69%,55767,149.09M
RBB,RBB Bancorp,328.71M,0.11%,32059,107.06M
CZNC,Citizens & Northern Corporation,327.04M,0.76%,29390,106.13M
CCIR,Cohen Circle Acquisition Corp. I,326.95M,-,5729,-
HRTG,"Heritage Insurance Holdings, Inc.",325.43M,1.09%,158944,793.69M
SSBK,"Southern States Bancshares, Inc.",325.16M,1.95%,11337,94.14M
PMTS,CPI Card Group Inc.,321.84M,1.82%,17466,458.38M
HYAC,Haymaker Acquisition Corp. 4,319.41M,-0.09%,1695,-
VACH,Voyager Acquisition Corp.,318.78M,0.20%,495,-
TPVG,TriplePoint Venture Growth BDC Corp.,316.79M,0.25%,192950,115.27M
FSBW,"FS Bancorp, Inc.",313.87M,1.84%,8712,139.15M
BCML,BayCom Corp,313.37M,3.46%,11955,96.25M
CUB,Lionheart Holdings,311.27M,0.10%,805,-
BEAG,Bold Eagle Acquisition Corp.,310.69M,-0.20%,100,-
SIMA,SIM Acquisition Corp. I,309.43M,-,170,-
NODK,"NI Holdings, Inc.",309.11M,-0.27%,6244,391.66M
FLIC,The First of Long Island Corporation,303.68M,4.02%,93658,84.93M
PDLB,"Ponce Financial Group, Inc.",301.41M,0.68%,61454,82.36M
CZFS,"Citizens Financial Services, Inc.",299.86M,4.18%,6398,99.27M
ALDF,Aldel Financial II Inc.,298.38M,0.30%,18447,-
EHTH,"eHealth, Inc.",298.11M,4.14%,349818,464.89M
SNFCA,Security National Financial Corporation,297.53M,3.15%,19433,330.16M
COFS,"ChoiceOne Financial Services, Inc.",296.85M,0.03%,13587,91.81M
POLE,Andretti Acquisition Corp. II,296.58M,-,187,-
OBT,"Orange County Bancorp, Inc.",296.30M,0.73%,25414,98.02M
BRBS,"Blue Ridge Bankshares, Inc.",295.70M,3.88%,144587,97.61M
VCIC,Vine Hill Capital Investment Corp.,295.43M,0.59%,12107,-
SFST,"Southern First Bancshares, Inc.",295.39M,1.51%,9952,93.24M
CBAN,"Colony Bankcorp, Inc.",293.46M,0.42%,64683,112.40M
NECB,"Northeast Community Bancorp, Inc.",291.24M,2.25%,35997,105.84M
GRAF,Graf Global Corp.,291.24M,-,13252,-
LPAA,Launch One Acquisition Corp.,290.38M,0.10%,138,-
GSRT,GSR III Acquisition Corp.,289.97M,0.30%,123,-
HOND,HCM II Acquisition Corp.,289.80M,0.69%,16,-
PCB,PCB Bancorp,289.39M,4.13%,36070,96.31M
JACS.RT,Jackson Acquisition Company II,287.82M,-,577421,-
JACS,Jackson Acquisition Company II,287.82M,-0.20%,129764,-
INBK,First Internet Bancorp,287.77M,2.31%,21365,117.65M
LPBB,Launch Two Acquisition Corp.,287.02M,0.43%,2751,-
FNLC,"The First Bancorp, Inc.",286.92M,1.26%,29006,79.74M
PBFS,"Pioneer Bancorp, Inc.",286.82M,0.26%,10216,79.73M
GHI,Greystone Housing Impact Investors LP,286.24M,-1.84%,88871,34.31M
ONIT,Onity Group Inc.,284.60M,0.98%,18195,1.03B
MLAC,Mountain Lake Acquisition Corp.,282.19M,-0.20%,2475,-
HIT,"Health In Tech, Inc.",276.84M,-4.48%,1550400,19.80M
LNKB,"LINKBANCORP, Inc.",276.54M,4.23%,32701,108.50M
JMSB,"John Marshall Bancorp, Inc.",273.64M,3.16%,13149,53.69M
PLBC,Plumas Bancorp,272.66M,1.52%,9899,81.28M
FRST,Primis Financial Corp.,270.96M,0.64%,55549,107.70M
LIEN,"Chicago Atlantic BDC, Inc.",265.17M,-0.04%,1952,12.68M
DRDB,Roman DBDR Acquisition Corp. II,264.00M,0.10%,2880,-
FINW,FinWise Bancorp,260.13M,10.06%,63144,69.82M
FDBC,"Fidelity D & D Bancorp, Inc.",258.69M,2.31%,3876,79.41M
SBXD,SilverBox Corp IV,257.10M,-,582,-
CEPO,"Cantor Equity Partners I, Inc.",256.53M,-,5520,-
HVII,Hennessy Capital Investment Corp. VII,256.10M,-,15602,-
CIA,"Citizens, Inc.",256.02M,6.21%,93085,248.38M
SAMG,Silvercrest Asset Management Group Inc.,255.39M,1.38%,11492,120.23M
MVBF,MVB Financial Corp.,253.52M,1.24%,37186,140.25M
WSBF,"Waterstone Financial, Inc.",252.65M,2.23%,38876,135.64M
BACQ,Bleichroeder Acquisition Corp. I,252.47M,-,-,-
HLXB,Helix Acquisition Corp. II,251.55M,-1.83%,549,-
SBT,"Sterling Bancorp, Inc. (Southfield, MI)",249.50M,1.06%,9946,66.06M
CFFI,C&F Financial Corporation,249.27M,2.67%,14595,114.06M
FOA,Finance of America Companies Inc.,245.08M,0.82%,106123,719.53M
NWFL,Norwood Financial Corp.,244.63M,2.24%,12950,48.37M
FACT,FACT II Acquisition Corp,241.76M,0.08%,1070,-
CPSS,"Consumer Portfolio Services, Inc.",241.66M,-3.42%,8469,184.25M
CHMG,Chemung Financial Corporation,241.26M,0.84%,9667,97.34M
NTWO,Newbury Street II Acquisition Corp,240.92M,0.10%,1300,-
WHF,"WhiteHorse Finance, Inc.",240.80M,-1.71%,72528,97.44M
TSBK,"Timberland Bancorp, Inc.",240.79M,1.92%,3921,75.33M
BWFG,"Bankwell Financial Group, Inc.",240.49M,1.12%,13652,64.38M
PKBK,"Parke Bancorp, Inc.",239.24M,2.13%,25575,62.28M
EVBN,"Evans Bancorp, Inc.",238.11M,2.26%,35534,67.45M
PWOD,"Penns Woods Bancorp, Inc.",235.64M,3.14%,21267,68.38M
PLMK,Plum Acquisition Corp. IV,233.99M,-,246,-
OACC,Oaktree Acquisition Corp. III Life Sciences,230.92M,-,1730,-
CLBR,Colombier Acquisition Corp. II,229.93M,0.19%,38627,-
FBLA,"FB Bancorp, Inc.",229.12M,0.52%,68190,79.36M
HWBK,"Hawthorn Bancshares, Inc.",228.82M,0.46%,24894,71.88M
FXNC,First National Corporation,225.33M,0.16%,21136,48.80M
BPRN,"Princeton Bancorp, Inc.",223.08M,2.89%,19015,69.58M
LCNB,LCNB Corp.,222.36M,2.41%,8750,79.24M
KINS,"Kingstone Companies, Inc.",220.80M,6.56%,490001,149.65M
MACI,Melar Acquisition Corp. I,219.57M,-0.05%,384,-
SVCC,Stellar V Capital Corp.,217.01M,-,249126,-
FVCB,"FVCBankcorp, Inc.",216.45M,-0.67%,5643,58.12M
OPBK,OP Bancorp,215.33M,5.52%,52947,79.28M
KVAC,Keen Vision Acquisition Corporation,214.96M,-,1739,-
ESSA,"ESSA Bancorp, Inc.",214.00M,1.97%,21645,67.43M
FUNC,First United Corporation,212.62M,2.08%,41110,71.03M
DYNX,Dynamix Corporation,212.54M,0.15%,470,2.12M
OVLY,Oak Valley Bancorp,210.74M,0.04%,17596,78.21M
MBCN,Middlefield Banc Corp.,209.11M,0.74%,7650,65.89M
PVBC,"Provident Bancorp, Inc.",206.93M,4.48%,19131,55.40M
MYFW,"First Western Financial, Inc.",205.04M,5.52%,38553,79.65M
DMAA,Drugs Made In America Acquisition Corp.,204.61M,0.10%,48538,-
FCCO,First Community Corporation,201.81M,4.47%,262224,65.14M
SWKH,SWK Holdings Corporation,201.36M,0.37%,12507,24.73M
BLFY,Blue Foundry Bancorp,200.84M,0.51%,31956,40.69M
VABK,Virginia National Bankshares Corporation,198.72M,4.02%,2391,53.66M
MFIN,Medallion Financial Corp.,197.95M,-0.45%,26024,293.26M
FFNW,"First Financial Northwest, Inc.",196.53M,0.83%,6581,37.61M
HMST,"HomeStreet, Inc.",194.61M,2.99%,118539,75.70M
WNEB,"Western New England Bancorp, Inc.",194.46M,0.54%,43581,73.39M
EARN,Ellington Credit Company,192.86M,0.30%,619862,-15.58M
OPRT,Oportun Financial Corporation,192.83M,16.02%,301600,796.99M
TDAC,Translational Development Acquisition Corp.,191.64M,0.10%,251815,-
HNVR,"Hanover Bancorp, Inc.",191.48M,-0.11%,10958,63.49M
BSII,Black Spade Acquisition II Co,191.44M,-0.10%,7,-
MKTW,"MarketWise, Inc.",191.16M,0.41%,141670,423.38M
ISTR,Investar Holding Corporation,185.07M,1.13%,31263,86.32M
MRCC,Monroe Capital Corporation,184.60M,-0.70%,39213,62.01M
MRBK,Meridian Corporation,184.48M,0.18%,108302,100.94M
NKSH,"National Bankshares, Inc.",183.63M,1.55%,5220,44.13M
OXSQ,Oxford Square Capital Corp.,183.31M,-1.10%,439856,44.79M
BCBP,"BCB Bancorp, Inc.",183.27M,0.84%,28435,83.39M
JRVR,"James River Group Holdings, Ltd.",179.69M,-,112454,796.82M
SPKL,Spark I Acquisition Corporation,175.39M,-0.19%,1466,-
BETR,Better Home & Finance Holding Company,174.99M,10.53%,50585,85.78M
SKGR,SK Growth Opportunities Corporation,174.43M,0.09%,1492,-
UMAC,"Unusual Machines, Inc.",173.87M,-1.42%,860646,3.56M
UBFO,United Security Bancshares,164.57M,0.96%,24582,48.60M
BVFL,"BV Financial, Inc.",163.94M,1.99%,19305,37.90M
FSFG,"First Savings Financial Group, Inc.",163.69M,1.62%,8159,73.62M
ATLO,Ames National Corporation,162.94M,1.68%,17270,54.22M
BFIN,BankFinancial Corporation,161.12M,-2.27%,24441,49.21M
IBAC,IB Acquisition Corp.,160.96M,-0.10%,700,-
CBNA,"Chain Bridge Bancorp, Inc.",160.76M,-0.97%,35994,53.11M
RANG,Range Capital Acquisition Corp.,159.57M,-,867,-
CZWI,"Citizens Community Bancorp, Inc.",158.51M,0.83%,22096,59.57M
ESHA,ESH Acquisition Corp.,157.92M,-,1431,-
PTMN,Portman Ridge Finance Corporation,156.99M,0.56%,36552,65.83M
HCVI,Hennessy Capital Investment Corp. VI,156.81M,-0.37%,4,-
CFBK,CF Bankshares Inc.,155.97M,2.44%,10766,44.40M
RFAI,RF Acquisition Corp II,154.18M,-0.05%,2000,-
FRAF,Franklin Financial Services Corporation,154.02M,0.84%,15179,69.21M
PEBK,"Peoples Bancorp of North Carolina, Inc.",153.66M,3.87%,8702,80.00M
TAVI,Tavia Acquisition Corp.,153.37M,0.20%,10543,-
CBFV,"CB Financial Services, Inc.",152.95M,1.88%,6601,50.94M
RENE,Cartesian Growth Corporation II,152.75M,-,104,-
BANX,ArrowMark Financial Corp.,151.42M,1.38%,11986,29.95M
NCTY,The9 Limited,150.72M,2.80%,37593,24.29M
SBFG,"SB Financial Group, Inc.",149.30M,3.75%,6681,56.77M
WLAC,Willow Lane Acquisition Corp.,149.20M,-,194,-
ISRL,Israel Acquisitions Corp,147.23M,-1.29%,47,-
RILY,"B. Riley Financial, Inc.",147.01M,6.64%,712379,981.03M
RMBI,"Richmond Mutual Bancorporation, Inc.",145.33M,-0.07%,32766,42.92M
FRGE,"Forge Global Holdings, Inc.",144.34M,6.38%,617114,79.80M
UNB,"Union Bankshares, Inc.",144.29M,1.92%,4118,46.39M
LARK,"Landmark Bancorp, Inc.",137.13M,-0.67%,2093,56.99M
SFBC,"Sound Financial Bancorp, Inc.",133.15M,0.40%,1688,35.78M
CEP,"Cantor Equity Partners, Inc.",131.84M,0.39%,15257,-
FGBI,"First Guaranty Bancshares, Inc.",129.80M,0.78%,4371,93.14M
SSSS,SuRo Capital Corp.,126.71M,3.63%,80887,5.90M
ECBK,"ECB Bancorp, Inc.",126.63M,1.18%,5201,24.71M
OPOF,Old Point Financial Corporation,126.18M,1.43%,2205,60.91M
GATE,Marblegate Acquisition Corp.,125.78M,-0.82%,1,-
WHG,"Westwood Holdings Group, Inc.",125.74M,3.07%,20115,92.37M
EBMT,"Eagle Bancorp Montana, Inc.",123.14M,1.39%,17732,80.70M
GECC,Great Elm Capital Corp.,121.74M,-0.94%,8593,39.47M
MNSB,"MainStreet Bancshares, Inc.",120.37M,-,12668,59.06M
CHEB,Chenghe Acquisition II Co.,119.95M,0.17%,60,-
RVSB,"Riverview Bancorp, Inc.",118.78M,0.36%,33276,46.65M
VBFC,Village Bank and Trust Financial Corp.,118.20M,-,317,33.14M
AFBI,"Affinity Bancshares, Inc.",117.28M,0.22%,10429,30.61M
FNWD,Finward Bancorp,116.47M,1.16%,775,71.60M
SRL,Scully Royalty Ltd.,116.06M,4.40%,4890,34.00M
SIEB,Siebert Financial Corp.,113.14M,-1.05%,13725,83.36M
PCSC,Perceptive Capital Solutions Corp,112.89M,-,900,-
SVII,Spring Valley Acquisition Corp. II,112.14M,0.44%,1,-
CHAR,Charlton Aria Acquisition Corporation,110.35M,-0.39%,436,-
OVBC,Ohio Valley Banc Corp.,109.53M,1.09%,714,59.51M
SPHA,Shepherd Ave Capital Acquisition Corporation,109.48M,0.09%,61,-
RBKB,"Rhinebeck Bancorp, Inc.",108.09M,0.50%,7254,25.91M
OFS,OFS Capital Corporation,107.99M,-0.74%,21939,49.80M
FCAP,"First Capital, Inc.",107.77M,0.53%,5794,42.00M
SRBK,"SR Bancorp, Inc.",107.53M,-0.72%,18456,29.08M
IPXX,Inflection Point Acquisition Corp. II,107.38M,-3.79%,12112,-
PROV,"Provident Financial Holdings, Inc.",106.86M,-0.19%,1935,38.44M
WMPN,William Penn Bancorporation,104.26M,0.41%,3313,20.36M
PBHC,"Pathfinder Bancorp, Inc.",102.48M,0.72%,2478,40.02M
BSBK,Bogota Financial Corp.,100.15M,0.83%,3153,12.13M
PFX,PhenixFIN Corporation,99.64M,1.09%,1478,22.18M
DGHI,Digihost Technology Inc.,98.80M,-11.98%,844377,42.15M
AFJK,"Aimei Health Technology Co., Ltd",98.11M,1.12%,236,-
HNNA,"Hennessy Advisors, Inc.",97.26M,5.09%,1368,29.65M
EVGR,Evergreen Corporation,97.10M,0.59%,3589,-
GLAC,Global Lights Acquisition Corp,96.57M,0.19%,52,-
NOEM,CO2 Energy Transition Corp.,94.61M,2.39%,105,-
MGYR,"Magyar Bancorp, Inc.",94.44M,2.97%,628,32.42M
FNWB,First Northwest Bancorp,94.42M,-0.46%,10341,50.90M
QETA,Quetta Acquisition Corporation,94.21M,0.29%,3097,-
IVCA,Investcorp AI Acquisition Corp.,94.14M,-4.90%,99,-
DYCQ,DT Cloud Acquisition Corporation,94.11M,-,671221,-
BKHA,Black Hawk Acquisition Corporation,93.52M,0.13%,63,-
IROH,Iron Horse Acquisitions Corp.,92.13M,-,7720,-
HSPO,Horizon Space Acquisition I Corp.,92.03M,-0.17%,566,-
MHLD,"Maiden Holdings, Ltd.",90.69M,-4.24%,93004,89.07M
FSHP,Flag Ship Acquisition Corporation,90.67M,0.29%,3914,-
DTSQ,DT Cloud Star Acquisition Corporation,90.17M,0.10%,22,-
BTM,Bitcoin Depot Inc.,90.16M,-2.56%,197831,585.28M
LSBK,"Lake Shore Bancorp, Inc.",89.00M,4.16%,8797,25.85M
BYNO,byNordic Acquisition Corporation,87.60M,0.18%,18,-
VMCA,Valuence Merger Corp. I,85.91M,0.23%,800,-
AITR,AI Transportation Acquisition Corp,84.89M,0.38%,6,-
CNF,CNFinance Holdings Limited,81.61M,-3.25%,23566,109.79M
FGMC,FG Merger II Corp.,81.55M,-,167225,-
JVSA,JVSPAC Acquisition Corp.,81.47M,0.76%,1999,-
PWUP,PowerUp Acquisition Corp.,80.76M,-7.96%,3077,-
YHNA,YHN Acquisition I Limited,80.71M,0.39%,1705,-
ASPC,A SPAC III Acquisition Corp.,80.55M,0.20%,3249,-
COLA,Columbus Acquisition Corp.,79.84M,-0.10%,60543,-
ATMV,AlphaVest Acquisition Corp,79.73M,-,189,-
ATMC,AlphaTime Acquisition Corp,79.32M,0.44%,1,-
CAPN,Cayson Acquisition Corp,79.16M,3.34%,2801,-
IROQ,"IF Bancorp, Inc.",78.19M,1.72%,3418,24.23M
HGBL,Heritage Global Inc.,78.14M,-1.83%,9748,49.88M
EURK,Eureka Acquisition Corp,77.98M,0.10%,1967,-
MSSA,Metal Sky Star Acquisition Corporation,76.82M,2.04%,4,-
TBNK,Territorial Bancorp Inc.,76.70M,1.71%,8779,36.40M
UBCP,"United Bancorp, Inc.",76.24M,5.36%,4813,29.23M
FVN,Future Vision II Acquisition Corp.,76.19M,3.09%,36,-
RDAC,Rising Dragon Acquisition Corp.,75.44M,0.39%,7,-
IOR,"Income Opportunity Realty Investors, Inc.",73.35M,1.23%,1046,-
FDSB,"Fifth District Bancorp, Inc.",72.33M,-1.14%,16740,10.90M
AUBN,"Auburn National Bancorporation, Inc.",71.92M,-1.51%,3572,30.56M
FUSB,"First US Bancshares, Inc.",71.20M,1.09%,192,39.11M
CURR,CURRENC Group Inc.,71.19M,-4.38%,120389,48.72M
